==PROF== Connected to process 3909097 (/mnt/c/Users/hamdy/cuda_course/CUDA_Course/Section011/naive)
Matrix multiplication completed using CUDA Cores (FP16).
==PROF== Disconnected from process 3909097
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","cycle/second","6794059480.77",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","cycle/second","1407864086.69",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","3579258",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","98.89",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","1.71",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","nsecond","2540384",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","99.25",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","13.17",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","3563802.26",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","98.89",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing workloads in the Compute Workload Analysis section.","",""
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved 0% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","PM Sampling","Maximum Buffer Size","byte","3276800",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","PM Sampling","Dropped Samples","sample","0",
"0","3909097","naive","127.0.0.1","matMulCUDA(__half *, __half *, __half *)","1","7","(16, 16, 1)","(64, 64, 1)","0","8.6","PM Sampling","Maximum Sampling Interval","nsecond","8000",
